gene_id	chrom	left	right
SLC44A5	1	75667815	76076801
SLC45A1	1	8377885	8404225
SLC45A2	5	33944720	33984835
SLC45A3	1	205626978	205649587
SLC45A4	8	142217264	142238669
SLC46A2	9	115641199	115653193
SLC46A3	13	29274200	29278694
SLC47A1	17	19398697	19458622
SLC47A1P1	17	19483255	19499371
SLC47A2	17	19581600	19619919
SLC48A1	12	48147698	48172954
SLC50A1	1	155107819	155110844
SLC51A	3	195938357	195944741
SLC51B	15	65337707	65345734
SLC52A1	17	4935894	4938721
SLC52A2	8	145577794	145583360
SLC52A3	20	740723	749131
SLCO1A2	12	21417533	21548371
SLCO1B1	12	21284135	21392180
SLCO1B3	12	20963635	21028315
SLCO1B7	12	20968672	21243040
SLCO1C1	12	20848288	20906318
SLCO2A1	3	133651539	133748920
SLCO3A1	15	92396924	92709133
SLCO4A1	20	61273796	61303647
SLCO4A1-AS1	20	61294370	61298076
SLCO4C1	5	101569689	101632253
SLCO5A1	8	70579281	70747299
SLCO6A1	5	101707485	101834720
SLF1	5	93954051	94033326
SLF2	10	102672325	102724893
SLFN11	17	33677323	33700639
SLFN12	17	33738078	33760215
SLFNL1	1	41481268	41487397
SLIRP	14	78174413	78183941
SLIT1	10	98757794	98945677
SLIT1-AS1	10	98862512	98863504
SLIT2	4	20254882	20620743
SLIT2-IT1	4	20393811	20396479
SLIT3	5	168088744	168728133
SLITRK1	13	84451343	84456528
SLITRK2	X	144899349	144906115
SLITRK3	3	164904507	164913790
SLITRK4	X	142710595	142722319
SLITRK5	13	88324869	88331871
SLITRK6	13	86366924	86373623
SLK	10	105726958	105788991
SLMAP	3	57741176	57742794
SLN	11	107578103	107590419
SLPI	20	43880879	43883205
SLTM	15	59171243	59225852
SLU7	5	159828647	159846401
SLURP1	8	143822361	143823829
SLX1A	16	30205207	30208852
SLX1A-SULT1A3	16	30205212	30215631
SLX1B	16	29465821	29469540
SLX1B-SULT1A4	16	29466411	29476283
SLX4	16	3631181	3661599
SLX4IP	20	10415950	10604027
SMAD1	4	146402345	146436084
SMAD1-AS1	4	146435766	146438270
SMAD1-AS2	4	146418224	146424123
SMAD2	18	45357921	45457512
SMAD3	15	67356100	67459176
SMAD4	18	48494409	48584514
SMAD5	5	135468533	135518420
SMAD5-AS1	5	135465195	135470579
SMAD6	15	66994565	67074338
SMAD7	18	46446222	46477081
SMAD9	13	37418967	37453966
SMAD9-IT1	13	37423502	37424183
SMAGP	12	51638341	51664674
SMAP1	6	71377478	71571718
SMAP2	1	40810521	40879912
SMARCA1	X	128580479	128657460
SMARCA2	9	2015341	2193624
SMARCA4	19	11071597	11172958
SMARCA5	4	144434615	144478639
SMARCA5-AS1	4	144434624	144435788
SMARCAD1	4	95128761	95212441
SMARCAL1	2	217277136	217279864
SMARCB1	22	24129149	24176703
SMARCC1	3	47626761	47823407
SMARCC2	12	56556766	56583351
SMARCD1	12	50478754	50494495
SMARCD2	17	61909443	61920300
SMARCD3	7	150935849	150936556
SMARCE1	17	38781213	38804760
SMARCE1P1	11	107274129	107275315
SMARCE1P2	6	85139301	85140520
SMARCE1P3	14	21630671	21631902
SMARCE1P4	8	36952667	36952908
SMARCE1P5	13	45168993	45170218
SMARCE1P6	2	26372072	26373600
SMARCE1P7	10	102940900	102941708
SMC1A	X	53401069	53449677
SMC1B	22	45739943	45809448
SMC2	9	106856540	106903690
SMC2-AS1	9	106842304	106854755
SMC3	10	112327448	112364394
SMC4	3	160117061	160122124
SMC4P1	2	137302281	137303112
SMC5	9	72873936	72969804
SMC5-AS1	9	72808912	72873782
SMC6	2	17845078	17935097
SMCHD1	18	2655736	2805015
SMCO1	3	196233747	196242237
SMCO2	12	27619742	27655118
SMCO3	12	14957583	14967116
SMCO4	11	93211637	93276674
SMCO4P1	17	42722778	42722958
SMCP	1	152850792	152857523
SMCR2	17	17577339	17581002
SMCR8	17	18218623	18226517
SMDT1	22	42475694	42479357
SMG1	16	18816174	18937726
SMG1P1	16	22448328	22472134
SMG1P2	16	29538888	29606287
SMG1P3	16	21458003	21478481
SMG1P4	16	21890658	21927345
SMG1P5	16	30234229	30292625
SMG1P6	16	29437120	29458347
SMG1P7	16	70253476	70255197
SMG5	1	156219014	156252616
SMG6	17	1963132	1965551
SMG7	1	183441350	183498149
SMG7-AS1	1	183430008	183440881
SMG9	19	44235300	44259142
SMILR	8	123426570	123440790
SMIM1	1	3689351	3692546
SMIM2	13	44717678	44735393
SMIM2-AS1	13	44716681	44722166
SMIM2-IT1	13	44720605	44732358
SMIM3	5	150157507	150176296
SMIM4	3	52568028	52574542
SMIM5	17	73629513	73637484
SMIM6	17	73642322	73644055
SMIM7	19	16741561	16770941
SMIM8	6	88032300	88051477
SMIM9	X	154051622	154060946
SMIM10	X	134124967	134126501
SMIM10L1	12	11323962	11324164
SMIM10L2A	X	134555867	134561999
SMIM10L2B	X	134229057	134232664
SMIM10L2B-AS1	X	134193714	134257532
SMIM11A	21	35747778	35775075
SMIM11P1	6	86445461	86445639
SMIM12	1	35178337	35325336
SMIM12P1	2	109040067	109040341
SMIM13	6	11094265	11138964
SMIM14	4	39547949	39640710
SMIM15	5	60453535	60458301
SMIM15-AS1	5	60457896	60527867
SMIM17	19	57154512	57167134
SMIM18	8	30496116	30503581
SMIM19	8	42396297	42409603
SMIM20	4	25863451	25931167
SMIM21	18	73121430	73139658
SMIM22	16	4838397	4846282
SMIM23	5	171212875	171221602
SMIM24	19	3474404	3480540
SMIM25	20	48884022	48896332
SMIM26	20	18548063	18550207
SMIM27	9	32551141	32553002
SMIM28	6	138699041	138704212
SMIM29	6	34214156	34217247
SMKR1	7	129142319	129152773
SMLR1	6	131148545	131158275
SMN1	5	70220767	70248841
SMN2	5	69345349	69373421
SMNDC1	10	112050487	112064709
SMO	7	128828712	128853386
SMOC1	14	70320847	70419020
SMOC2	6	168841830	169068674
SMOX	20	4101626	4155751
SMPD1	11	6411654	6416225
SMPD2	6	109761965	109765122
SMPD3	16	68392230	68482591
SMPD4	2	130908980	130939174
SMPD4P1	22	20956881	20980421
SMPD4P2	13	19726706	19745334
SMPD5	8	145104029	145105967
SMPDL3A	6	123110314	123130865
SMPDL3B	1	28261503	28285668
SMPX	X	21724089	21776281
SMR3A	4	71226477	71232875
SMR3B	4	71235809	71255623
SMS	X	21958690	22012953
SMTN	22	31460090	31484011
SMTNL2	17	4487293	4511614
SMU1	9	33041761	33076657
SMUG1	12	54558528	54577717
SMUG1P1	18	47176719	47177530
SMURF1	7	98625060	98741642
SMURF2	17	62538412	62658015
SMURF2P1	17	28927813	28942998
SMYD1	2	88367298	88412906
SMYD2	1	214454444	214510474
SMYD3	1	245912641	246580714
SMYD3-IT1	1	246484964	246485740
SMYD4	17	1682778	1733175
SMYD5	2	73441349	73454365
SNAI1	20	48599535	48605423
SNAI1P1	2	210673527	210674304
SNAI2	8	49830248	49833988
SNAI3-AS1	16	88729705	88753594
SNAP23	15	42783430	42805640
SNAP23P1	20	47654893	47655139
SNAP25	20	10199477	10288066
SNAP25-AS1	20	10002619	10007299
SNAP29	22	21213270	21245506
SNAP47	1	227916239	227922053
SNAP47-AS1	1	227931531	227934892
SNAP91	6	84262598	84419410
SNAPC1	14	62229074	62263146
SNAPC3	9	15422701	15464132
SNAPC4	9	139270028	139293249
SNAPC5	15	66782472	66790088
SNAPC5P1	6	6347313	6347614
SNAPIN	1	153631129	153634306
SNCA	4	90645249	90758127
SNCA-AS1	4	90757558	90763129
SNCAIP	5	121647048	121758837
SNCB	5	176047084	176057365
SNCG	10	88718374	88722630
SND1	7	127292233	127732659
SNED1	2	241938254	242032483
SNF8	17	47006677	47022479
SNHG1	11	62619459	62623353
SNHG3	1	28832491	28837404
SNHG5	6	86370709	86388451
SNHG6	8	67833918	67837776
SNHG7	9	139615817	139622636
SNHG8	4	119199863	119200978
SNHG9	16	2014959	2015510
SNHG10	14	95998633	96001137
SNHG11	20	37075220	37079564
SNHG12	1	28905049	28908384
SNHG14	15	25223729	25228933
SNHG15	7	45022621	45026433
SNHG16	17	74553847	74557833
SNHG17	20	37049234	37063976
SNHG18	5	9546311	9550721
SNHG19	16	2204797	2205359
SNHG20	17	75082797	75089844
SNHG21	15	83419315	83423689
SNHG22	18	47340392	47377429
SNHG25	17	62223329	62223836
SNHG26	7	22893796	22899106
SNHG27	4	132694456	132695847
SNHG28	1	159804263	159825137
SNIP1	1	38000049	38019903
SNN	16	11762269	11773015
SNORA1	11	93465169	93465299
SNORA2A	12	49050430	49050565
SNORA2B	12	49061239	49061376
SNORA2C	12	49048164	49048301
SNORA3A	11	8705773	8705903
SNORA3B	11	8706985	8707116
SNORA4	3	186505400	186505538
SNORA5A	7	45143947	45144081
SNORA5B	7	45145566	45145698
SNORA5C	7	45144504	45144641
SNORA6	3	39449879	39450030
SNORA7A	3	12881810	12881949
SNORA7B	3	129116052	129116191
SNORA8	11	93465526	93465665
SNORA10	16	2012334	2012467
SNORA11	X	54840802	54840930
SNORA11B	14	91592768	91592897
SNORA11C	X	47248047	47248176
SNORA11D	X	51933716	51933844
SNORA11E	X	51806442	51806570
SNORA12	10	101996912	101997059
SNORA13	5	111497181	111497314
SNORA14A	7	75573099	75573234
SNORA14B	1	235291117	235291252
SNORA15	7	56128162	56128295
SNORA16B	1	212526157	212526292
SNORA18	11	93466631	93466763
SNORA19	10	120819522	120819650
SNORA20	6	160201281	160201413
SNORA21	17	37009115	37009247
SNORA22	7	65220512	65220646
SNORA23	11	9450319	9450501
SNORA25	11	93463678	93463812
SNORA26	4	53579415	53579537
SNORA27	13	27829537	27829663
SNORA28	14	103804185	103804311
SNORA29	6	160206625	160206765
SNORA30	16	30721857	30721986
SNORA31	13	45911614	45911744
SNORA32	11	93464144	93464265
SNORA33	6	133138357	133138487
SNORA35	X	113865258	113865386
SNORA36A	X	153996802	153996934
SNORA36B	1	220373887	220374018
SNORA36C	2	69747174	69747306
SNORA37	18	51748653	51748782
SNORA38	6	31590855	31590987
SNORA38B	17	65736784	65736915
SNORA40	11	93468276	93468402
SNORA41	2	207026951	207027083
SNORA46	16	58582402	58582537
SNORA47	5	76376258	76376396
SNORA48	17	7478030	7478165
SNORA49	12	132515768	132515904
SNORA50A	16	58593699	58593835
SNORA51	20	2635712	2635844
SNORA52	11	811680	811814
SNORA53	12	98993412	98993661
SNORA54	11	2985000	2985123
SNORA55	1	40033045	40033180
SNORA56	X	154003272	154003401
SNORA57	11	62432893	62433042
SNORA58	3	131197940	131198077
SNORA59A	1	12567299	12567451
SNORA59B	17	19460523	19461224
SNORA60	20	37078012	37078146
SNORA62	3	39452544	39452697
SNORA63	3	186505088	186505220
SNORA64	16	2012973	2013107
SNORA65	9	130210779	130210909
SNORA66	1	93306275	93306408
SNORA68	19	17973396	17973529
SNORA69	X	118921315	118921447
SNORA70	X	153628621	153628756
SNORA70B	2	61644378	61644513
SNORA70C	9	119943344	119943479
SNORA70D	16	71732469	71732604
SNORA70E	11	82752505	82752640
SNORA70F	2	165544152	165544287
SNORA70G	12	69021013	69021155
SNORA71A	20	37055951	37056085
SNORA71B	20	37053842	37053978
SNORA71C	20	37058312	37058446
SNORA71D	20	37062507	37062641
SNORA72	8	99054313	99054445
SNORA73B	1	28835070	28835274
SNORA74A	5	138614469	138614667
SNORA74B	5	172447730	172447931
SNORA75	2	232320510	232320647
SNORA77	1	203698708	203698833
SNORA79	14	81669038	81669178
SNORA80A	21	33749495	33749631
SNORA80B	2	10586839	10586975
SNORA80E	1	155889699	155889836
SNORA81	3	186504463	186504641
SNORA84	9	95054742	95054875
SNORD1B	17	74557190	74557274
SNORD2	3	186502584	186502653
SNORD3A	17	19091328	19091544
SNORD3B-1	17	18965224	18965440
SNORD3B-2	17	18966761	18967449
SNORD3C	17	19092977	19093558
SNORD4A	17	27049599	27049671
SNORD4B	17	27050699	27050771
SNORD5	11	93466393	93466466
SNORD6	11	93464667	93464740
SNORD7	17	33900675	33900772
SNORD8	14	21865450	21865560
SNORD9	14	21860308	21860412
SNORD10	17	7480128	7480270
SNORD11	2	203157771	203157859
SNORD11B	2	203156054	203156144
SNORD12	20	47897219	47897309
SNORD12B	20	47896855	47896946
SNORD12C	20	47895476	47895565
SNORD13	8	33370992	33371096
SNORD13P1	22	42472061	42472165
SNORD13P3	3	47292012	47292116
SNORD14A	11	17096200	17096291
SNORD14B	11	17097325	17097415
SNORD14C	11	122930042	122930130
SNORD14D	11	122929616	122929703
SNORD14E	11	122928784	122928869
SNORD15A	11	75111434	75111582
SNORD15B	11	75115464	75115610
SNORD16	15	66795149	66795248
SNORD17	20	17943352	17943589
SNORD18A	15	66795580	66795652
SNORD18B	15	66794357	66794429
SNORD18C	15	66793587	66793656
SNORD19	3	52723263	52723331
SNORD19B	3	52724759	52724843
SNORD20	2	232321154	232321234
SNORD21	1	93302845	93302940
SNORD23	19	48259109	48259219
SNORD24	9	136216250	136216325
SNORD32A	19	49993221	49993305
SNORD32B	6	29550025	29550109
SNORD33	19	49993871	49993956
SNORD34	19	49994160	49994231
SNORD35A	19	49994431	49994517
SNORD35B	19	50000976	50001063
SNORD36A	9	136217310	136217383
SNORD36B	9	136216949	136217023
SNORD36C	9	136217701	136217767
SNORD37	19	3982504	3982570
SNORD38A	1	45243514	45243584
SNORD38B	1	45244061	45244128
SNORD41	19	12817262	12817332
SNORD42A	17	27050446	27050510
SNORD42B	17	27047567	27047634
SNORD43	22	39715054	39715118
SNORD45A	1	76253573	76253657
SNORD45B	1	76255161	76255233
SNORD45C	1	76252756	76252835
SNORD46	1	45242161	45242265
SNORD48	6	31803039	31803103
SNORD51	2	207026601	207026681
SNORD52	6	31804852	31804919
SNORD53	2	29149932	29150010
SNORD54	8	56986393	56986460
SNORD55	1	45241535	45241615
SNORD56	20	2637269	2637340
SNORD56B	14	71865053	71865124
SNORD57	20	2637584	2637656
SNORD58A	18	47017652	47017717
SNORD58B	18	47018033	47018099
SNORD58C	18	47015614	47015678
SNORD59A	12	57038810	57038885
SNORD60	16	2205023	2205106
SNORD61	X	135961357	135961430
SNORD62A	9	134361051	134361137
SNORD62B	9	134365872	134365958
SNORD63	5	137896731	137896799
SNORD66	3	184043483	184043559
SNORD67	11	46783938	46784049
SNORD68	16	89627841	89627925
SNORD69	3	52726751	52726828
SNORD70	2	203141153	203141241
SNORD71	16	71792304	71792390
SNORD72	5	40832757	40832837
SNORD73A	4	152024978	152025043
SNORD73B	4	152023208	152023280
SNORD82	2	232325081	232325151
SNORD83A	22	39711217	39711312
SNORD83B	22	39709823	39709916
SNORD84	6	31508877	31508955
SNORD86	20	2636742	2636828
SNORD87	8	67834708	67834786
SNORD88A	19	51302698	51302789
SNORD88B	19	51302288	51302379
SNORD88C	19	51305584	51305675
SNORD89	2	101889397	101889511
SNORD90	9	125642491	125642602
SNORD91A	17	2233569	2233664
SNORD92	2	29136529	29136614
SNORD93	7	22896231	22896305
SNORD94	2	86362992	86363129
SNORD95	5	180670311	180670379
SNORD96A	5	180668813	180668892
SNORD96B	X	109468212	109468291
SNORD97	11	10823013	10823155
SNORD99	1	28905260	28905334
SNORD100	6	133137940	133138016
SNORD101	6	133136445	133136518
SNORD102	13	27829200	27829272
SNORD104	17	62223442	62223512
SNORD105	19	10218326	10218411
SNORD105B	19	10220432	10220511
SNORD108	15	25232071	25232142
SNORD109B	15	25523489	25523556
SNORD110	20	2634857	2634932
SNORD111	16	70571907	70572001
SNORD111B	16	70563411	70563491
SNORD113-1	14	101391160	101391229
SNORD113-2	14	101393678	101393750
SNORD113-3	14	101396255	101396328
SNORD113-4	14	101402827	101402902
SNORD113-5	14	101404523	101404601
SNORD113-6	14	101405892	101405968
SNORD113-7	14	101407462	101407539
SNORD113-8	14	101409787	101409861
SNORD113-9	14	101411985	101412057
SNORD114-1	14	101416169	101416241
SNORD114-2	14	101418192	101418270
SNORD114-3	14	101419685	101419760
SNORD114-4	14	101420710	101420785
SNORD114-5	14	101421706	101421776
SNORD114-6	14	101423502	101423574
SNORD114-7	14	101429390	101429467
SNORD114-9	14	101432365	101432437
SNORD114-10	14	101433388	101433460
SNORD114-11	14	101434447	101434522
SNORD114-12	14	101435284	101435359
SNORD114-13	14	101436215	101436289
SNORD114-14	14	101438439	101438514
SNORD114-15	14	101439006	101439078
SNORD114-16	14	101439931	101440001
SNORD114-17	14	101441142	101441217
SNORD114-18	14	101442161	101442233
SNORD114-19	14	101442813	101442888
SNORD114-20	14	101447340	101447412
SNORD114-21	14	101448311	101448383
SNORD114-22	14	101449262	101449334
SNORD114-23	14	101450212	101450284
SNORD114-24	14	101451113	101451185
SNORD114-25	14	101452393	101452465
SNORD114-26	14	101453382	101453454
SNORD114-27	14	101454497	101454567
SNORD114-28	14	101455466	101455538
SNORD114-29	14	101456427	101456497
SNORD114-30	14	101458255	101458327
SNORD114-31	14	101459572	101459647
SNORD115-1	15	25415869	25415951
SNORD115-2	15	25417781	25417863
SNORD115-3	15	25420073	25420155
SNORD115-4	15	25421978	25422060
SNORD115-5	15	25423884	25423966
SNORD115-6	15	25425643	25425725
SNORD115-8	15	25429452	25429534
SNORD115-9	15	25430777	25430859
SNORD115-10	15	25432682	25432763
SNORD115-11	15	25434560	25434642
SNORD115-12	15	25436562	25436644
SNORD115-14	15	25440067	25440148
SNORD115-15	15	25442722	25442803
SNORD115-16	15	25444594	25444676
SNORD115-17	15	25446469	25446551
SNORD115-18	15	25448373	25448455
SNORD115-19	15	25449503	25449585
SNORD115-20	15	25451408	25451490
SNORD115-21	15	25453229	25453310
SNORD115-22	15	25455064	25455146
SNORD115-23	15	25456942	25457024
SNORD115-24	15	25458794	25458876
SNORD115-25	15	25460687	25460769
SNORD115-27	15	25465643	25465725
SNORD115-28	15	25467494	25467575
SNORD115-29	15	25468392	25468474
SNORD115-30	15	25470349	25470431
SNORD115-31	15	25472255	25472337
SNORD115-32	15	25474113	25474195
SNORD115-33	15	25475984	25476066
SNORD115-34	15	25477533	25477615
SNORD115-35	15	25479393	25479475
SNORD115-36	15	25481231	25481313
SNORD115-37	15	25483132	25483214
SNORD115-38	15	25484984	25485066
SNORD115-39	15	25486892	25486974
SNORD115-40	15	25488760	25488842
SNORD115-41	15	25490624	25490706
SNORD115-42	15	25492491	25492573
SNORD115-43	15	25494344	25494426
SNORD115-44	15	25496005	25496087
SNORD115-45	15	25509656	25509737
SNORD115-47	15	25513612	25513698
SNORD115-48	15	25514929	25515005
SNORD116-1	15	25296623	25296718
SNORD116-2	15	25299356	25299451
SNORD116-3	15	25302006	25302101
SNORD116-5	15	25307479	25307574
SNORD116-6	15	25310172	25310268
SNORD116-7	15	25312934	25313029
SNORD116-8	15	25315578	25315673
SNORD116-9	15	25318253	25318348
SNORD116-10	15	25319260	25319362
SNORD116-11	15	25321075	25321167
SNORD116-12	15	25322197	25322289
SNORD116-13	15	25324204	25324296
SNORD116-14	15	25325288	25325380
SNORD116-15	15	25326433	25326525
SNORD116-16	15	25327914	25328006
SNORD116-17	15	25328734	25328826
SNORD116-18	15	25330531	25330623
SNORD116-19	15	25331673	25331765
SNORD116-23	15	25336932	25337024
SNORD116-24	15	25339183	25339275
SNORD116-25	15	25342809	25342901
SNORD116-26	15	25344645	25344741
SNORD116-27	15	25346721	25346813
SNORD116-29	15	25351667	25351750
SNORD116-30	15	25353414	25353499
SNORD117	6	31504150	31504226
SNORD118	17	8076771	8076905
SNORD121A	9	33952766	33952848
SNORD121B	9	33934293	33934374
SNORD123	5	9548947	9549017
SNORD124	17	38183794	38183898
SNORD125	22	29729151	29729247
SNORD126	14	20794608	20794685
SNORD127	14	45580085	45580171
SNPH	20	1246959	1289972
SNRK	3	43328003	43390330
SNRK-AS1	3	43391135	43393454
SNRNP25	16	103009	107669
SNRNP27	2	70120691	70132349
SNRNP35	12	123942187	123951483
SNRNP40	1	31732416	31769617
SNRNP48	6	7590431	7612200
SNRNP70	19	49588675	49611855
SNRNP200	2	96940073	96971253
SNRPA1	15	101821714	101835456
SNRPB	20	2442279	2451499
SNRPB2	20	16710605	16722421
SNRPBP1	7	80006869	80007151
SNRPC	6	34725182	34741571
SNRPCP1	9	32676060	32676518
SNRPCP2	5	75672499	75672967
SNRPCP3	3	150437783	150438623
SNRPCP4	18	2990649	2991076
SNRPCP5	11	3552649	3552838
SNRPCP6	8	7001153	7001363
SNRPCP8	3	129918550	129918761
SNRPCP9	7	97515179	97515386
SNRPCP10	3	75570953	75571163
SNRPCP11	3	125534924	125535129
SNRPCP13	4	9585565	9585755
SNRPCP14	11	71401498	71401703
SNRPCP15	8	7028071	7028263
SNRPCP16	4	9053567	9053777
SNRPCP17	8	7974266	7974471
SNRPCP18	15	102102738	102103177
SNRPCP19	7	24945753	24946213
SNRPCP20	16	5339200	5339410
SNRPD1	18	19192227	19210417
SNRPD2	19	46190711	46195591
SNRPD2P1	10	91738473	91738827
SNRPD2P2	1	231611701	231612034
SNRPD3	22	24951470	24968740
SNRPE	1	203830730	203839212
SNRPEP2	9	6748702	6748981
SNRPEP3	16	20250293	20250569
SNRPEP4	19	5576670	5576949
SNRPEP5	2	8743211	8743489
SNRPEP6	6	148888513	148888790
SNRPEP7	1	27537755	27537975
SNRPEP8	10	54798044	54798304
SNRPEP9	X	24531566	24531804
SNRPEP10	1	223831811	223832085
SNRPF	12	96252705	96260831
SNRPFP1	20	48346127	48346379
SNRPFP2	1	26213850	26214101
SNRPFP3	13	69675963	69676188
SNRPFP4	3	48202665	48202907
SNRPG	2	70508493	70520903
SNRPGP1	14	51038636	51038858
SNRPGP3	7	129117715	129117942
SNRPGP5	10	13146573	13146793
SNRPGP6	10	118168767	118168987
SNRPGP7	2	28683122	28683228
SNRPGP8	2	228643225	228643451
SNRPGP9	2	109867877	109868102
SNRPGP10	1	205320374	205320599
SNRPGP11	13	52070155	52070387
SNRPGP12	10	111898971	111899184
SNRPGP13	21	39874368	39874545
SNRPGP14	13	50063105	50063500
SNRPGP15	19	14599757	14600691
SNRPGP16	11	92670606	92670832
SNRPGP17	17	57358490	57358704
SNRPGP18	12	116606849	116607063
SNRPGP19	11	65281873	65282394
SNRPGP20	12	80382793	80382998
SNRPN	15	25068793	25223729
SNTA1	20	31995760	32031698
SNTB1	8	121547984	121825513
SNTB2	16	69221031	69342955
SNTG1	8	50822348	51705389
SNTG2	2	946553	1371385
SNTN	3	63638343	63650397
SNU13	22	42069933	42084913
SNUPN	15	75890423	75918156
SNURF	15	25200132	25213555
SNURFL	X	138444198	138444541
SNW1	14	78183941	78227533
SNX1	15	64386321	64430205
SNX2	5	122110690	122165803
SNX2P2	7	31980873	31981196
SNX3	6	108532425	108582464
SNX3P1X	X	91770321	91770496
SNX4	3	125165494	125239041
SNX5	20	17922240	17949623
SNX5P1	4	77265702	77266743
SNX6	14	35030299	35099315
SNX6P1	19	23309370	23310594
SNX7	1	99127235	99226054
SNX8	7	2291404	2354099
SNX9	6	158244295	158366109
SNX10	7	26331540	26411642
SNX11	17	46180718	46196526
SNX12	X	70279093	70282781
SNX13	7	17830384	17980117
SNX14	6	86215213	86303631
SNX15	11	64794879	64808044
SNX16	8	82711815	82754428
SNX17	2	27593388	27599995
SNX18	5	53813588	53842415
SNX18P2	9	95655979	95656787
SNX18P3	9	38566256	38568006
SNX18P4	9	44046988	44047817
SNX18P7	9	33576377	33577012
SNX18P8	9	42438099	42438973
SNX18P9	9	69451763	69452598
SNX18P13	21	15278280	15278809
SNX18P14	2	95452432	95453006
SNX18P23	4	49235305	49235982
SNX18P24	4	49563495	49564166
SNX18P25	4	49590788	49591546
SNX18P26	13	19381418	19382158
SNX18P27	8	43368785	43369564
SNX19	11	130745330	130786404
SNX19P1	21	14897919	14900900
SNX19P2	13	19466399	19469370
SNX20	16	50700210	50715264
SNX21	20	44462448	44463694
SNX22	15	64443913	64449680
SNX24	5	122179133	122334009
SNX25	4	186125390	186285125
SNX25P1	1	211590366	211591276
SNX27	1	151584540	151671554
SNX29	16	12070593	12136854
SNX29P1	16	21391312	21403412
SNX29P2	16	29362066	29381593
SNX30	9	115513117	115637267
SNX31	8	101585115	101661893
SNX32	11	65601111	65621172
SNX33	15	75940246	75954642
SNX33P1	19	16145585	16147347
SOAT1	1	179262924	179322942
SOAT2	12	53497301	53518322
SOBP	6	107811161	107981357
SOCS1	16	11348261	11350036
SOCS2	12	93963589	93970521
SOCS2-AS1	12	93936238	93965544
SOCS2P1	20	31775196	31776098
SOCS2P2	22	22525368	22525942
SOCS3	17	76352863	76356158
SOCS4	14	55493947	55516206
SOCS5	2	46926090	46990268
SOCS5P1	7	85846100	85847049
SOCS5P2	9	138339291	138342000
